@relation temp-relation

@attribute esa/ESA_WN numeric
@attribute esa/ESA_WP numeric
@attribute esa/ESA_WK numeric
@attribute gold real

@data
0.6763149815354786,0.8616456811998875,0.5153243171443703,1.667
0.5425068124891143,0.8740415959512015,0.7342518695071145,3.6
0.7595171353413118,0.8472925509437297,0.8519176781907795,3.8
0.7267265186646568,0.9078409424655859,0.6627310401842119,3.4
0.5555874707769182,0.7830333959879586,0.7002578680902902,3.4
0.7054498620130989,0.923340071897511,0.8961005620102716,3.8
0.37821452633894465,0.7681308941589039,0.600795321534189,2.8
0.645808853093828,0.8998008514520175,0.6570191226591826,3.75
0.656235356575992,0.9203973813336235,0.7928902917109563,4.4
0.6786777382894693,0.9087084741555054,0.7174045745275377,3.75
0.9582126290465942,0.9947968985894646,0.9270737565161727,2.75
0.8524958456634859,0.9220526866271448,0.935160450990419,3.75
0.5502194901250661,0.7826535712431842,0.6048661544399055,2.25
0.23716505162034357,0.7892660412842869,0.7053330321056016,3.8
0.449576334330015,0.7847879148767685,0.6305366985228239,3.2
0.5956172463193911,0.7968913060047358,0.5670444590434848,3.8
0.5175481530272884,0.7754783897391995,0.7040336969732919,4.8
0.5151002228241732,0.8820150464358312,0.803623713204001,4.0
0.5445301101854784,0.7704184525522577,0.6476107693472366,1.4
0.5664731129087159,0.8932089689714859,0.7442983476238114,4.2
0.5692181856858842,0.8349457815897958,0.7337982989304122,1.8
0.7336736192189942,0.9381239971599298,0.8389277241528368,4.2
0.45681036740105396,0.7148799272764701,0.7545623896703978,2.0
0.3641472168270119,0.7590559618222139,0.4938853424505946,2.6
0.999999999999999,0.9658743486024729,0.9680033163694135,3.25
0.7457770650750616,0.9256792863943332,0.8223104235031646,5.0
0.39006908857356243,0.8918509824618153,0.7878443859701207,3.0
0.462568888630931,0.8597461624254399,0.8502744590912127,3.75
0.800637027751287,0.8418067024780401,0.7994317771394862,4.25
0.9145760779952081,0.9723302167454336,0.8673963704147581,4.75
0.6333625270047265,0.8025476560560264,0.8028628335556305,3.25
0.4789525592239258,0.9056642829039941,0.711214940751861,3.75
0.5294363513144515,0.7486028122403046,0.6555378795487632,3.25
0.6298952369025942,0.7346919439386185,0.7313798563776955,3.8
0.9139726027061132,0.9458854197522746,0.8106235365789844,5.0
0.8853027911951721,0.90460247911493,0.901339665207625,3.6
0.6202997205710555,0.8285129446791323,0.5834703681397323,3.8
0.0,0.5717202192686847,0.48563279863554604,2.0
0.7535107324614033,0.7633168197072573,0.7772979991910163,3.4
0.9061613764235259,0.9592604442049157,0.9090953160601837,4.2
0.5909824600768357,0.8685272873093359,0.7904279622441754,3.4
0.6095043760464255,0.7405666554057823,0.5982314083861064,3.0
0.5926735705245785,0.7628526084251471,0.6366238710335088,3.0
0.948752611352265,0.9064934438556685,0.9081047218805121,3.25
0.690202163235296,0.8168465338194123,0.6657897455581396,2.75
0.8181791776682893,0.9406284707864091,0.8672464472375823,2.6
0.6251934867460079,0.7667616895447307,0.7617709090755825,3.4
0.6430631220669112,0.9378286588510021,0.67541273095738,3.6
0.5861149903507537,0.8079507789387195,0.7624616199085017,3.6
0.8164990414636771,0.9032140323654756,0.9053810534630234,4.8
0.701330901176112,0.8938902458287581,0.7869007698339867,4.0
0.8381825443018208,0.9250232414383058,0.7937674604695628,3.6
0.6333947162970279,0.8796450345705737,0.6999472198116987,3.4
0.4987573689532382,0.7767852418125962,0.6539666997223891,2.4
0.618818396740716,0.7762083449722761,0.7268236792802373,4.222
0.4810784716071975,0.7696434091524823,0.7435457916161989,3.0
0.6814046375766442,0.8267690325776921,0.7993581282949209,3.0
0.8348277636075869,0.9196250109816266,0.713899243029912,2.75
0.7851074328362394,0.9491673328054081,0.9032335065599936,4.0
0.411590280296284,0.5919508790093638,0.3246067517228932,1.75
0.413073326085985,0.6936112995880596,0.6149678611375538,1.75
0.6749861130628745,0.8328357803444355,0.5984313211610306,4.5
0.4602274574081267,0.8498507574536301,0.7154006219802885,3.25
0.8047493613404247,0.8920332902683998,0.7550124514535792,5.0
0.5173900473331171,0.8510939608065677,0.5739382949582038,3.0
0.5211848354086372,0.6908475651168478,0.5904863260029277,2.8
0.5300135388745632,0.8137192912329497,0.7001236951155818,2.667
0.3672852923935937,0.8232449209012246,0.30850995041412665,4.0
0.7037579683713707,0.8228684782050265,0.8896583376822623,4.4
0.8623850714853445,0.924279462245796,0.8534107477017611,4.25
0.6370356958491381,0.8474581935373803,0.7250997662470288,4.176
-1.0,0.7971214721495488,0.47521012338823543,3.0
0.5922937301405429,0.6982823817239181,0.5242508237616431,2.5
0.4158168991909562,0.80483081109857,0.5137831424555074,3.8
0.8952366312634864,0.8680695044325403,0.7936906882757735,4.6
0.7373168881451432,0.9306563217351234,0.6260525909931082,1.4
0.5253485704195641,0.7191153038993242,0.7572147166833474,2.8
0.00931042710894126,0.6557174804024765,0.3994135805714473,2.8
0.8751889080162826,0.7875411456656742,0.7171882396840729,4.2
0.5921790816885102,0.7239086282055871,0.6315195492483142,1.0
0.8684069573037194,0.8600444002445135,0.8341330936416308,4.2
0.5202395532140629,0.7814954937283711,0.5534816820364447,2.75
0.5798603164528563,0.7274053777685352,0.6500131187655531,2.5
0.025298545958911758,0.7930034109336102,0.6110308887623389,3.5
0.6826638775943581,0.6904994380535727,0.6731880464639823,4.75
0.6832163513540641,0.9057292604809193,0.7870124002210795,3.0
0.8977431717975851,0.812811418190523,0.8174018579404033,3.5
0.8144895608318511,0.8398813377447112,0.8434063102479511,4.0
0.38390988132425496,0.8328058576845632,0.44213851499172313,2.0
0.7958916237802246,0.899545282053609,0.7846539125173286,3.2
0.7754559187362766,0.9431210915953886,0.7575846235416255,3.6
0.4962189461890724,0.863939329779439,0.7435298757011772,3.8
0.9999999999999909,0.993830492409517,0.9868623818966086,5.0
0.5086533279033041,0.7864648558485843,0.7801389721663338,4.0
0.707398322348331,0.7357606933774252,0.6594937169832935,3.0
0.5115109837963057,0.683084962910801,0.6051857911248113,2.5
0.5044108231015353,0.7955865294731678,0.6938263314688979,3.0
0.656171508530892,0.8710595774437471,0.9088593311126079,4.0
0.8497223379188389,0.9558057252478475,0.8909324098796768,2.0
0.3686292981737083,0.7705605316426235,0.47852544382168705,3.0
0.31855362166294005,0.7326600100525952,0.47520851775545997,2.625
0.737498804861265,0.789034124979275,0.7433727302096744,3.2
0.7775703128294518,0.9421037576113885,0.8814766643353981,4.0
0.5043628353882318,0.8428816180875026,0.7551716683852014,3.2
0.3504524694021578,0.7737193683658536,0.519801855399949,2.4
0.8062075652576897,0.9226865925121143,0.8793169959772603,4.4
0.27017210994317886,0.8673828257327733,0.48048624238732385,3.6
1.0000000000000038,0.9437633466656996,0.8340228837376628,2.4
0.6835228880862283,0.8422139451242616,0.8084597510039617,3.6
0.8512918429204291,0.9664049959140933,0.9389661525846545,4.6
0.6799656605994782,0.8994297087563198,0.8189246670513431,4.4
0.9999999999999576,0.9632785492477751,0.938265327081983,4.4
0.9135516816881983,0.9789197356549948,0.9759602730343395,4.6
0.8044667860021246,0.8794163176573062,0.800272660016988,4.4
0.0023062757030250735,0.6449492524355217,0.46999942533478967,2.6
0.43623551835868357,0.6230485489307769,0.7048555816356109,3.6
0.6911458308331749,0.7589131976423573,0.6835439395195575,4.2
0.5150174891453787,0.8273818954138806,0.6180967025919507,3.2
0.4138819682558492,0.6278241005660723,0.4629473235061476,2.0
0.7038744258229236,0.9265714158412621,0.8400936017249118,2.8
0.20645676157474718,0.7528613453174194,0.792499391497635,1.6
0.25298474272004406,0.7946594975961392,0.8677137544954192,3.4
0.7688767858855293,0.925249869025839,0.7246867387306527,4.0
0.31665772086944793,0.7542749189351101,0.7258575054441039,2.6
0.5237970119716912,0.8734885395832385,0.7206837706044137,2.8
0.744491578805164,0.8139101946887272,0.8084651541757637,3.0
0.7299419330515908,0.8301862268098933,0.8746975744544062,3.6
0.5208103555394734,0.846319109942937,0.7509469967432912,5.0
0.5885694259211895,0.7786721914197908,0.6506932033173228,3.4
0.8976840039238553,0.9662817801376032,0.8600800396379763,4.0
0.4465366899585306,0.7702632126008653,0.36806997541077097,4.0
0.6959405039609999,0.849209320027513,0.7739804176955818,3.5
0.7869114653694058,0.9525271156515106,0.7149788728767718,4.5
0.617899674567755,0.8214767755029545,0.5905923983733733,3.2
0.5773502691896266,0.6315850954145728,0.6743932270025886,3.8
0.6759892700274253,0.921595225569579,0.7543464401783829,3.2
0.873313092920125,0.9161112607834133,0.8367374568797559,4.0
0.3370570901755412,0.7184801480002553,0.4909253722574676,3.25
0.7742911261470565,0.9099257564901093,0.8765862888766431,3.0
0.5794869393985997,0.7833339091749195,0.7575433022787871,4.25
0.22375073455563485,0.6401637114890729,0.7171257632434715,1.5
0.5070235625576649,0.8844152773139117,0.806078809282418,4.25
0.8118722450570461,0.9167681372689539,0.8438701624121259,4.25
0.6713614947026999,0.8172949165447869,0.6997374814706003,0.75
0.6863808197374646,0.9397111217436709,0.7932171440033888,3.0
0.8029526407285044,0.9216469462425886,0.9003240682433833,3.5
0.48841308833222274,0.7968183344059917,0.7533553439713121,3.75
0.23445859168295455,0.7398951046177855,0.25845500283938466,4.0
0.42767997565548904,0.8865097606795534,0.5053720068334864,1.75
0.8477913861708873,0.8519792319576646,0.8661989411843652,1.75
0.31067273706041076,0.8613518442206028,0.3929811275700118,3.75
0.8498711851574545,0.899615507598661,0.74014450617074,4.0
0.25624643397048785,0.6123739753839146,0.41166217042332065,2.0
0.8250538868382442,0.8795449871536636,0.8387530101655756,3.4
0.5724870500045103,0.8090330567337282,0.5821766498526989,1.4
0.8784564974153621,0.9744435021437012,0.8856750427923069,4.8
0.6546536707079792,0.8144317304365485,0.5424566032004168,2.0
0.8372037483208306,0.9503196656518119,0.8434649713194341,3.4
0.47894662300541363,0.8107447634611624,0.6119515741927456,2.4
0.8161266523354803,0.8783705719774821,0.9294218331003622,3.4
0.9999999999999839,0.9634284961340359,0.9682425805536927,4.8
0.733698306229094,0.8314011587002308,0.5591340744979333,2.6
0.19843402617502387,0.7913407286535714,0.33594489498489716,2.4
0.2134693047646789,0.7276380943981033,0.6152949099171273,2.6
0.8065407253553725,0.8562841345138317,0.5645728281842873,2.8
0.9164288871561161,0.965159160721046,0.8696919324938087,4.4
0.8864127244529163,0.8798340697619937,0.9078043773214579,3.2
0.40993084277124303,0.6574892214122775,0.5139388745932033,2.4
0.6823244416105027,0.8869531004274227,0.8262240116665722,4.0
0.4196183144517653,0.7715259311849845,0.5997798359285096,3.25
0.8247730191497881,0.8836880093941138,0.7373285499839279,4.0
0.6676931461449975,0.9135656654672559,0.7702956635157862,2.75
0.9247494513082236,0.9114295060001065,0.8398977198576155,4.0
0.3145010048307091,0.8720532584834515,0.4487639895077014,3.6
0.6167724950980193,0.8662394895922573,0.8700798882301584,3.6
0.5096802119086086,0.9245721806821056,0.7047950506583617,4.4
0.8489425697540149,0.9131475886953458,0.8795359808753495,3.8
0.7931433873138823,0.9137397396197723,0.8994856626857377,4.2
0.8676591414180678,0.8511843596251063,0.7745424359979657,3.6
0.7430258411879369,0.8733095998468935,0.6997970657885418,4.6
0.8091038521901015,0.9234778240958097,0.8883456795919181,3.6
0.7084994852764492,0.8311988800705358,0.8750607602689723,3.25
0.745051199926338,0.8302581552409672,0.5824826147674487,4.0
0.6733903620554693,0.825771079009151,0.7578791516190011,4.5
0.4112487671400825,0.9086626826612957,0.5133751958393176,2.5
0.9588604621212131,0.9089651667796586,0.9653247342769917,3.75
0.8404791741517553,0.9452352603503464,0.8845965125802485,4.0
0.20086702855325256,0.861984288974746,0.3945143993481765,1.5
0.41125435535540567,0.6786931674043402,0.43619589739083875,3.75
0.3117648691088105,0.7100026102641133,0.6655900714310744,3.455
0.9262010028886517,0.9465018255066192,0.9243841285536922,5.0
0.5937857958070699,0.8545803920608341,0.7412892243635429,3.75
0.7266605014861973,0.8830609934603838,0.8564677895677533,4.0
0.8984297375720807,0.9825404712600213,0.8527186574045387,2.5
0.5182947629023663,0.6513649810267437,0.5860959050291094,0.25
0.7095607314935022,0.6593864477300474,0.6383374705166062,1.75
0.944555928936661,0.9821117151179284,0.9875173556945859,5.0
0.398461597272765,0.7235621536266715,0.7079654029004676,3.833
0.9373772629931446,0.9731108052547227,0.9214553912780429,3.75
0.3662960872396928,0.7508433638174097,0.6151142719595233,3.25
0.22638124580097782,0.7656915632572696,0.49635934320431874,2.75
0.6579990052721072,0.9035017791554214,0.8620286852292022,3.0
0.6691578529640322,0.8928556623993222,0.7396392805483817,4.4
0.688182999165383,0.9378515823212634,0.8786917617799989,3.2
0.5399614604253148,0.893499054578405,0.7127034452603068,4.6
0.6953424391468837,0.7802032789244089,0.9017528824278108,3.6
0.33970999264088086,0.7286596983340643,0.45824808652827287,4.4
0.7434407684544458,0.9115284481442996,0.7593573184595213,3.4
0.8265445490846046,0.8981912053537843,0.928668825210952,4.056
0.703983129138027,0.7826433152487118,0.6944546826676469,3.5
0.9430940228872716,0.9718070497961439,0.9337769264104218,5.0
0.7437743458135552,0.8085895720252387,0.8725744987496467,3.0
0.49564755733786897,0.7548409905575167,0.5588623300364653,3.75
0.864959750803384,0.8963945259416043,0.913381313630893,4.0
0.4588667552302596,0.8474369164837225,0.6434644944452749,4.0
0.01823396352714798,0.8621786930555245,0.2748128915663045,4.75
0.0,0.7044420637260235,0.6939613141129551,3.75
0.6277882063173045,0.9080902702736038,0.7707881363731814,3.8
0.6078766561218997,0.7697683494067924,0.7892668002724814,4.0
0.4272167484854971,0.7599279398316497,0.5855267949886006,3.5
0.8092024671921779,0.9024994605649296,0.839298894076171,3.0
0.6665754351840626,0.8597467210649788,0.7051672389170673,3.176
0.6374978469066598,0.823475159322798,0.691371507138411,4.2
0.7633577132834269,0.8127684405597514,0.6301906425555024,3.4
0.9025543241361922,0.8942053840117766,0.8604032729004011,4.6
1.0000000000000289,0.8858768471051508,0.9518705088987244,4.0
0.8294283311950131,0.8294970318463727,0.8812496078470111,4.0
0.49419519158045333,0.8344206801880918,0.6575796835545976,3.25
0.819837579345949,0.9350390036893921,0.8029243237906951,3.643
0.7102645287115839,0.8710375586735619,0.670536275283217,3.6
0.8721254651002557,0.9594988576106801,0.8864986773483035,4.0
0.4627521759863713,0.849016139105909,0.5767596191522749,1.0
0.04647731532996827,0.8343626537791945,0.43838184009959125,3.4
0.7293848669882872,0.8883104935493937,0.8089099611127805,1.75
0.5789081990382983,0.7646925421815156,0.6549624905881318,3.0
0.7767842355333175,0.8318461160472103,0.7754711142142955,3.25
0.2608164016845474,0.5298718087483503,0.3733272903529089,2.75
0.8962527479066927,0.92507724770578,0.8571569788149372,3.4
0.23678669545088984,0.8283619616036597,0.4442264834270873,3.6
0.30146997679573767,0.9333192783689642,0.7268103602768256,3.2
0.5384837545799732,0.8122238333442358,0.5584013200253916,3.2
0.01587644135397894,0.7147214445047314,0.6490936891266635,2.8
0.4631771805731658,0.6974345171620042,0.6275930241302038,2.4
0.7482330158943654,0.8789386633949653,0.8408639633854635,3.4
0.8046561414099918,0.914288716348452,0.7971636867088797,3.6
0.5033572915270463,0.8041061628929908,0.614713630462265,3.8
0.5778696009451421,0.7264887362157564,0.7192186304590682,3.4
0.7120339177125959,0.6862031931915881,0.8835553890325147,4.8
0.4679066963452473,0.7226591262919622,0.7925279916515862,3.8
0.5297370335352336,0.8197331894135585,0.7996401590161595,3.333
0.8212800046600293,0.856700837172985,0.742780253260802,2.5
0.8970045639335338,0.8339701736407794,0.6933757295832916,3.5
0.0,0.38775467750589726,0.01745385832502201,1.9
0.4044695693270042,0.7706933702714593,0.482323751271615,3.0
0.8524763450679826,0.9435505035353398,0.8757292736080976,3.6
0.8976597049848951,0.9688925535202663,0.8589998903787458,2.4
0.9391861348394839,0.9060327799340829,0.9248063504369544,3.2
0.024890982939177585,0.7504180150263232,0.49920292023478424,2.0
0.7524146127626397,0.8307603388647787,0.6651391051720053,3.8
0.8976308962403768,0.9202572061830786,0.759642457125488,3.0
0.023758279046224372,0.7017584403719516,0.6334833495497764,3.692
0.5632061671728896,0.6047657355002691,0.45092171703009165,3.0
0.5817209074081263,0.8471957784201907,0.7169717582299348,3.0
0.3811262635975332,0.7170681270165093,0.6773694215158991,2.75
0.7064589523029541,0.8322911241615336,0.740050005515987,3.25
0.7814960941175315,0.896464872198327,0.8110041274370271,3.25
0.8974224185458042,0.8733050066198064,0.871404497940766,3.75
0.8492222585839169,0.9504520889999355,0.7979396537692623,3.6
0.7743881437609436,0.8207902073051316,0.8179873464404378,3.5
0.999999999999977,0.9736727704555184,0.9726934136736632,5.0
0.7688030213933862,0.8752460404864534,0.8516470390268246,3.75
0.6154920897326026,0.7993478981003237,0.5931368519591411,3.0
0.42064201870711887,0.8184293415544919,0.5869384163203082,4.0
0.6784636489648156,0.9249815022682552,0.8185958924790707,3.333
0.9306675805676388,0.941645834483314,0.871771222833405,3.333
0.007762580337429661,0.8189011998152473,0.5449634990926665,4.667
0.9375771742848796,0.9121789363440246,0.8734722589673755,3.333
0.5264259402685533,0.6967513893838385,0.6268802142367355,2.6
0.8875590980825373,0.9068397439678244,0.8540254084451646,2.4
0.6178997888878192,0.7800768665771166,0.7366071842038594,3.857
0.7304955789013724,0.7644568046633274,0.6922734634517732,1.8
0.878046716317049,0.8835469438081529,0.9002174084388505,3.6
0.011434329737484735,0.7842717495777783,0.30945275746228373,2.4
0.7764559275781978,0.8597518650599049,0.8089106376794049,3.0
0.8989387645620935,0.862776707243903,0.6694204928761971,2.0
0.45935825623119936,0.7871089000126935,0.4808066943596057,1.6
0.5602992667836215,0.864620393865016,0.7100772537481889,4.0
0.7215019461243988,0.9358751910753217,0.6912391552079994,3.6
0.07524517234212781,0.6224706040215908,0.6981175649914104,3.8
0.6315187665937274,0.9104191865710753,0.8675981434016308,4.4
1.0000000000000002,0.9156222131993086,0.7542370149735853,3.0
0.6942245873640717,0.8185817335062572,0.8078639520675482,3.8
0.6406157356081879,0.9096742746388365,0.6618686044255276,3.0
0.5847257351725869,0.884704692272091,0.5660991229371035,4.25
0.6324555320336748,0.6056771630706856,0.5245303349202336,1.273
0.6688912683490859,0.8117702274605306,0.6972919654982,1.0
0.6495571559608481,0.8656582737744063,0.7619501451347783,3.0
0.6884179020779535,0.8657809002138445,0.8677805186102092,4.0
0.5428361281973029,0.744506861926659,0.5175568725997333,3.5
0.6771900468453903,0.7918189626687678,0.7531078175119174,4.0
0.8108350187702946,0.9223178319312282,0.9101699189056203,3.25
0.26647707834560175,0.8484502282150524,0.5090703263426386,2.0
0.5830760138376095,0.6921942351030486,0.6557889609806928,1.0
0.5313995046750336,0.8428855412681887,0.6699469024299147,3.0
0.234030862014593,0.8089251953053728,0.28932273949133325,2.6
0.7751432986029244,0.774737740228986,0.8320080370038436,2.6
0.25915351617908416,0.6242942468928111,0.5917822341041332,4.6
0.8668243437665406,0.8439142570074469,0.8832645529892146,3.2
0.8872253224170287,0.9602029105667726,0.9500964132555685,3.0
0.5476345233864809,0.7749772328152427,0.6894099646751319,4.75
0.6022702961056274,0.8315416613068858,0.8186052140079674,2.75
0.46579323393218885,0.7650713855711483,0.6996454883244194,4.5
0.48204006052824294,0.8361157621218277,0.7665916334140169,2.75
0.26157826634092435,0.6454944057138371,0.7075075826592067,2.2
0.7566712909036845,0.8601500236605268,0.7933175466296998,3.0
0.6840620772497731,0.9301959284728175,0.651014252568671,2.4
0.8129760614442203,0.9154017588033172,0.9070520118960573,3.0
0.6043525478528912,0.9319467381571286,0.7290904935401415,3.0
0.9999999999999982,0.9072466936696411,0.8819913401444813,4.0
0.4778162712298198,0.8224274727925663,0.6271476292310179,2.588
0.707307744811822,0.8074429380054976,0.7785204008052897,3.6
0.7121269776374128,0.8750796179043202,0.7848438900360747,4.667
0.8227222256823906,0.9247585004702584,0.9392569911302526,3.333
0.5281059240576029,0.8390593372923595,0.5591738490453101,2.333
0.5874245273621828,0.779221614295257,0.453200723761959,3.333
0.7589843699677993,0.942034578320173,0.7849314897566413,3.0
0.8191945037756526,0.7967120486711873,0.7670273460703838,2.25
0.5856375002252828,0.8857471275982355,0.7044647909368953,2.5
0.8767853141057386,0.9104842275765634,0.9095063640612708,3.25
0.6906557964269457,0.8537893469991872,0.8409128782345956,4.0
0.6250783598931958,0.8360942956332462,0.7283900404905532,4.5
0.52111043353206,0.7528427397465978,0.5244452447159349,3.5
0.838512955873472,0.9533270576600972,0.8404101863759219,4.75
0.5096872190973872,0.4556849546738658,0.6844294148808566,2.0
0.8868075883951517,0.8843514746931292,0.9164066921269713,3.6
0.7170125371341483,0.7820301530709785,0.7944968095995258,2.769
0.8604848929177091,0.887199042863663,0.9389180349447848,3.4
0.35247312285392396,0.7515645263571642,0.31358194755025004,4.0
0.627178216732857,0.7713871105639716,0.8514810834135859,3.5
-1.0,0.6310002727708556,0.34903337206464896,2.0
0.42284989167367254,0.8154600747319362,0.6424985917071483,4.0
0.5011124022646726,0.7097206407054804,0.6009030244935061,2.8
0.577350269189626,0.6137967360225098,0.6136695080021577,1.4
0.8019425794007102,0.7838524797369915,0.9175875490418052,4.0
0.5773502691896275,0.7851029258032994,0.8415078667406859,3.2
0.6881448092680682,0.9343960052546664,0.767467104334236,1.8
0.41997149686232926,0.8185753952709841,0.7935260713231934,3.4
0.9999999999999977,0.9999999999993635,0.9999999999994463,4.733
0.29404260225280493,0.6768693847535621,0.7744961021234366,1.6
0.8680066143843621,0.8657976482488065,0.8192724423170469,3.2
0.7711189298203275,0.8866955887301702,0.7990004806331299,4.8
0.8126400587339901,0.8953032661798531,0.718925383202335,1.4
0.5821679572813762,0.8181204603603103,0.748268801517305,2.6
0.807346426096383,0.8777854721370628,0.7754338946559944,3.5
0.6765589260297766,0.8464953332279105,0.7097895320673209,3.75
0.7933167131310195,0.8204907236990602,0.8690725971856236,3.25
0.27085249419470614,0.8025273303552205,0.23124137767797842,1.75
0.7730680028409314,0.9139894281302531,0.8883674007615896,3.0
0.6938423288610323,0.9354731106011733,0.7693116649345072,3.5
0.8164965809277196,0.7732593896992401,0.856810471747986,3.25
0.2945221941469501,0.8172512816074541,0.24825233192480714,0.5
0.6163550389721205,0.8465251215277638,0.6494652931297549,2.25
0.4720666412593132,0.6544122028746611,0.5421417682977596,4.0
0.6272328271839431,0.8882672195957336,0.6714552606460504,3.25
0.7999498388105635,0.8819798939348018,0.7444743129355118,4.25
0.0,0.7384982362001228,0.4551976509698112,2.4
0.0011057045599832953,0.6683109727901079,0.2760004416990145,2.4
0.3557398680761162,0.7221924429583958,0.37914846959962045,4.0
0.8203590768094847,0.960790299478435,0.747872899420084,3.0
0.8129966496017135,0.897111933712024,0.9008105553296789,3.4
0.551073006623953,0.8674957456676751,0.7533113293830157,3.8
0.8522430728106204,0.9677217429275623,0.9006588944709086,4.0
0.7115383055983294,0.825005905711098,0.8313612429651284,3.2
0.5311342890220185,0.7870298055208601,0.5754241659255511,3.5
0.3442913616142403,0.8093309375863794,0.3260541291583812,2.5
0.6660767524507984,0.896966901205176,0.7533089348443059,4.5
0.9050793680286403,0.9662823643464521,0.9402387502091931,4.5
0.6719148154653756,0.8398629265374803,0.5476641687110728,3.6
0.5940580380120992,0.8318525950421158,0.6309548800485705,2.8
0.7352044466022338,0.9166946101756087,0.8760338597222346,4.8
0.5816310539275075,0.8475792389510465,0.6545649090100071,0.8
0.5007121964779219,0.7635726257886587,0.6048163482669556,4.091
0.5409522516069966,0.8617121198884001,0.6355407400528316,2.25
0.8370867989669976,0.9332443919412674,0.944985815833471,5.0
0.8423149993033539,0.9398988696747193,0.8347788614992437,3.75
0.5220615256826138,0.7871120443146391,0.35829523879584907,3.667
0.5747316720224965,0.7271846144092875,0.6387294571772364,2.667
0.7150016661164088,0.7802377529725928,0.5685471029600245,3.333
0.40257236103775096,0.842587463295141,0.5309934560104519,3.0
0.7607030886729663,0.8821613264063982,0.903369927137372,3.444
0.8664459983650747,0.7718853170925872,0.9168989796194839,3.8
0.5867644842179156,0.7263166813504641,0.6612209918682527,3.0
0.5867839973388124,0.8741356511732763,0.6770372073791282,3.6
0.6345786045713648,0.8263886986443705,0.6393631014677166,3.75
0.7084106065200505,0.7741779429869884,0.8927560116962762,5.0
0.608833505797109,0.7093462530553619,0.7033995482589156,3.0
0.41976902881404626,0.8962641594006527,0.49236985837577135,3.25
0.4305395917177079,0.7481580090633322,0.4809315892500179,3.4
0.7522296002377745,0.9219727821325656,0.8449490697502852,3.8
0.7112087843662707,0.8224732283700149,0.7511701352270597,3.6
0.8202453104164092,0.8987622673318869,0.8578628893128286,3.4
0.9999999999999732,0.9649997953639418,0.9113091510914627,3.6
0.6771228517608104,0.7667917521833032,0.6785898697832023,2.4
0.3571172458075733,0.8627233550346997,0.5258369148058414,2.4
0.6335192552649834,0.8335660103419564,0.7143011121028104,2.4
0.4509578842982583,0.6329111413970951,0.48776053313933243,4.5
0.710936314194439,0.8465968840573908,0.7330652205734742,0.889
0.7704816525145757,0.9058195572047663,0.8699449846670376,3.25
0.8469078548418947,0.9418622867841778,0.7590290683594404,4.75
0.8962935855530992,0.9423070003401438,0.902076167384329,4.75
